k,sender,branch,t_ms,q_kb,q_tau0_kb,q_tau0_tau_star_kb,q_thresh_kb,r_ms,rhat_ms,theta_ms,sigma,g,g_target,R_gbps,dR_gbps_per_s,dg_per_s
2459,S,AI,24.59,0.0,0.0,0.0,48828.125,4.0,3.885024,5.0,1.0,-0.007186027737,0.0,86.714839003,33.333333333,3.593013868535
2460,S,AI,24.6,0.0,0.0,0.0,48828.125,4.0,3.885598,5.0,1.0,-0.007150097598,0.0,86.715172336,33.333333333,3.575048799192
2461,S,AI,24.61,0.0,0.0,0.0,48828.125,4.0,3.88617,5.0,1.0,-0.00711434711,0.0,86.71550567,33.333333333,3.557173555196
2462,S,AI,24.62,0.0,0.0,0.0,48828.125,4.0,3.88674,5.0,1.0,-0.007078775375,0.0,86.715839003,33.333333333,3.53938768742
2463,S,AI,24.63,0.0,0.0,0.0,48828.125,4.0,3.887306,5.0,1.0,-0.007043381498,0.0,86.716172336,33.333333333,3.521690748983
2464,S,AI,24.64,0.0,0.0,0.0,48828.125,4.0,3.887869,5.0,1.0,-0.00700816459,0.0,86.71650567,33.333333333,3.504082295238
2465,S,AI,24.65,0.0,0.0,0.0,48828.125,4.0,3.88843,5.0,1.0,-0.006973123768,0.0,86.716839003,33.333333333,3.486561883762
2466,S,AI,24.66,0.0,0.0,0.0,48828.125,4.0,3.888988,5.0,1.0,-0.006938258149,0.0,86.717172336,33.333333333,3.469129074343
2467,S,AI,24.67,0.0,0.0,0.0,48828.125,4.0,3.889543,5.0,1.0,-0.006903566858,0.0,86.71750567,33.333333333,3.451783428972
2468,S,AI,24.68,0.0,0.0,0.0,48828.125,4.0,3.890095,5.0,1.0,-0.006869049024,0.0,86.717839003,33.333333333,3.434524511827
2469,S,AI,24.69,0.0,0.0,0.0,48828.125,4.0,3.890645,5.0,1.0,-0.006834703779,0.0,86.718172336,33.333333333,3.417351889268
2470,S,AI,24.7,0.0,0.0,0.0,48828.125,4.0,3.891192,5.0,1.0,-0.00680053026,0.0,86.71850567,33.333333333,3.400265129821
2471,S,AI,24.71,0.0,0.0,0.0,48828.125,4.0,3.891736,5.0,1.0,-0.006766527608,0.0,86.718839003,33.333333333,3.383263804172
2472,S,AI,24.72,0.0,0.0,0.0,48828.125,4.0,3.892277,5.0,1.0,-0.00673269497,0.0,86.719172336,33.333333333,3.366347485151
2473,S,AI,24.73,0.0,0.0,0.0,48828.125,4.0,3.892815,5.0,1.0,-0.006699031495,0.0,86.71950567,33.333333333,3.349515747726
2474,S,AI,24.74,0.0,0.0,0.0,48828.125,4.0,3.893351,5.0,1.0,-0.006665536338,0.0,86.719839003,33.333333333,3.332768168987
2475,S,AI,24.75,0.0,0.0,0.0,48828.125,4.0,3.893885,5.0,1.0,-0.006632208656,0.0,86.720172336,33.333333333,3.316104328142
2476,S,AI,24.76,0.0,0.0,0.0,48828.125,4.0,3.894415,5.0,1.0,-0.006599047613,0.0,86.72050567,33.333333333,3.299523806501
2477,S,AI,24.77,0.0,0.0,0.0,48828.125,4.0,3.894943,5.0,1.0,-0.006566052375,0.0,86.720839003,33.333333333,3.283026187469
2478,S,AI,24.78,0.0,0.0,0.0,48828.125,4.0,3.895468,5.0,1.0,-0.006533222113,0.0,86.721172336,33.333333333,3.266611056531
2479,S,AI,24.79,0.0,0.0,0.0,48828.125,4.0,3.895991,5.0,1.0,-0.006500556002,0.0,86.72150567,33.333333333,3.250278001249
2480,S,AI,24.8,0.0,0.0,0.0,48828.125,4.0,3.896511,5.0,1.0,-0.006468053222,0.0,86.721839003,33.333333333,3.234026611242
2481,S,AI,24.81,0.0,0.0,0.0,48828.125,4.0,3.897029,5.0,1.0,-0.006435712956,0.0,86.722172336,33.333333333,3.217856478186
2482,S,AI,24.82,0.0,0.0,0.0,48828.125,4.0,3.897543,5.0,1.0,-0.006403534392,0.0,86.72250567,33.333333333,3.201767195795
2483,S,AI,24.83,0.0,0.0,0.0,48828.125,4.0,3.898056,5.0,1.0,-0.00637151672,0.0,86.722839003,33.333333333,3.185758359816
2484,S,AI,24.84,0.0,0.0,0.0,48828.125,4.0,3.898565,5.0,1.0,-0.006339659136,0.0,86.723172336,33.333333333,3.169829568017
2485,S,AI,24.85,0.0,0.0,0.0,48828.125,4.0,3.899073,5.0,1.0,-0.00630796084,0.0,86.72350567,33.333333333,3.153980420177
2486,S,AI,24.86,0.0,0.0,0.0,48828.125,4.0,3.899577,5.0,1.0,-0.006276421036,0.0,86.723839003,33.333333333,3.138210518076
2487,S,AI,24.87,0.0,0.0,0.0,48828.125,4.0,3.900079,5.0,1.0,-0.006245038931,0.0,86.724172336,33.333333333,3.122519465486
2488,S,AI,24.88,0.0,0.0,0.0,48828.125,4.0,3.900579,5.0,1.0,-0.006213813736,0.0,86.72450567,33.333333333,3.106906868159
2489,S,AI,24.89,0.0,0.0,0.0,48828.125,4.0,3.901076,5.0,1.0,-0.006182744668,0.0,86.724839003,33.333333333,3.091372333818
2490,S,AI,24.9,0.0,0.0,0.0,48828.125,4.0,3.901571,5.0,1.0,-0.006151830944,0.0,86.725172336,33.333333333,3.075915472149
2491,S,AI,24.91,0.0,0.0,0.0,48828.125,4.0,3.902063,5.0,1.0,-0.00612107179,0.0,86.72550567,33.333333333,3.060535894788
2492,S,AI,24.92,0.0,0.0,0.0,48828.125,4.0,3.902553,5.0,1.0,-0.006090466431,0.0,86.725839003,33.333333333,3.045233215314
2493,S,AI,24.93,0.0,0.0,0.0,48828.125,4.0,3.90304,5.0,1.0,-0.006060014098,0.0,86.726172336,33.333333333,3.030007049237
2494,S,AI,24.94,0.0,0.0,0.0,48828.125,4.0,3.903525,5.0,1.0,-0.006029714028,0.0,86.72650567,33.333333333,3.014857013991
2495,S,AI,24.95,0.0,0.0,0.0,48828.125,4.0,3.904007,5.0,1.0,-0.005999565458,0.0,86.726839003,33.333333333,2.999782728921
2496,S,AI,24.96,0.0,0.0,0.0,48828.125,4.0,3.904487,5.0,1.0,-0.005969567631,0.0,86.727172336,33.333333333,2.984783815277
2497,S,AI,24.97,0.0,0.0,0.0,48828.125,4.0,3.904964,5.0,1.0,-0.005939719792,0.0,86.72750567,33.333333333,2.9698598962
2498,S,AI,24.98,0.0,0.0,0.0,48828.125,4.0,3.90544,5.0,1.0,-0.005910021193,0.0,86.727839003,33.333333333,2.955010596719
2499,S,AI,24.99,0.0,0.0,0.0,48828.125,4.0,3.905912,5.0,1.0,-0.005880471087,0.0,86.728172336,33.333333333,2.940235543736
2500,S,AI,25.0,0.0,0.0,0.0,48828.125,4.0,3.906383,5.0,1.0,-0.005851068732,0.0,86.72850567,33.333333333,2.925534366017
2501,S,AI,25.01,0.0,0.0,0.0,48828.125,4.0,3.906851,5.0,1.0,-0.005821813388,0.0,86.728839003,33.333333333,2.910906694187
2502,S,AI,25.02,0.0,0.0,0.0,48828.125,4.0,3.907317,5.0,1.0,-0.005792704321,0.0,86.729172336,33.333333333,2.896352160716
2503,S,AI,25.03,0.0,0.0,0.0,48828.125,4.0,3.90778,5.0,1.0,-0.0057637408,0.0,86.72950567,33.333333333,2.881870399912
2504,S,AI,25.04,0.0,0.0,0.0,48828.125,4.0,3.908241,5.0,1.0,-0.005734922096,0.0,86.729839003,33.333333333,2.867461047913
2505,S,AI,25.05,0.0,0.0,0.0,48828.125,4.0,3.9087,5.0,1.0,-0.005706247485,0.0,86.730172336,33.333333333,2.853123742673
2506,S,AI,25.06,0.0,0.0,0.0,48828.125,4.0,3.909157,5.0,1.0,-0.005677716248,0.0,86.73050567,33.333333333,2.83885812396
2507,S,AI,25.07,0.0,0.0,0.0,48828.125,4.0,3.909611,5.0,1.0,-0.005649327667,0.0,86.730839003,33.333333333,2.82466383334
2508,S,AI,25.08,0.0,0.0,0.0,48828.125,4.0,3.910063,5.0,1.0,-0.005621081028,0.0,86.731172336,33.333333333,2.810540514173
2509,S,AI,25.09,0.0,0.0,0.0,48828.125,4.0,3.910512,5.0,1.0,-0.005592975623,0.0,86.73150567,33.333333333,2.796487811603
2510,S,AI,25.1,0.0,0.0,0.0,48828.125,4.0,3.91096,5.0,1.0,-0.005565010745,0.0,86.731839003,33.333333333,2.782505372544
2511,S,AI,25.11,0.0,0.0,0.0,48828.125,4.0,3.911405,5.0,1.0,-0.005537185691,0.0,86.732172336,33.333333333,2.768592845682
2512,S,AI,25.12,0.0,0.0,0.0,48828.125,4.0,3.911848,5.0,1.0,-0.005509499763,0.0,86.73250567,33.333333333,2.754749881453
2513,S,AI,25.13,0.0,0.0,0.0,48828.125,4.0,3.912289,5.0,1.0,-0.005481952264,0.0,86.732839003,33.333333333,2.740976132046
2514,S,AI,25.14,0.0,0.0,0.0,48828.125,4.0,3.912727,5.0,1.0,-0.005454542503,0.0,86.733172336,33.333333333,2.727271251386
2515,S,AI,25.15,0.0,0.0,0.0,48828.125,4.0,3.913164,5.0,1.0,-0.00542726979,0.0,86.73350567,33.333333333,2.713634895129
2516,S,AI,25.16,0.0,0.0,0.0,48828.125,4.0,3.913598,5.0,1.0,-0.005400133441,0.0,86.733839003,33.333333333,2.700066720653
2517,S,AI,25.17,0.0,0.0,0.0,48828.125,4.0,3.91403,5.0,1.0,-0.005373132774,0.0,86.734172336,33.333333333,2.68656638705
2518,S,AI,25.18,0.0,0.0,0.0,48828.125,4.0,3.91446,5.0,1.0,-0.00534626711,0.0,86.73450567,33.333333333,2.673133555115
2519,S,AI,25.19,0.0,0.0,0.0,48828.125,4.0,3.914887,5.0,1.0,-0.005319535775,0.0,86.734839003,33.333333333,2.659767887339
2520,S,AI,25.2,0.0,0.0,0.0,48828.125,4.0,3.915313,5.0,1.0,-0.005292938096,0.0,86.735172336,33.333333333,2.646469047903
2521,S,AI,25.21,0.0,0.0,0.0,48828.125,4.0,3.915736,5.0,1.0,-0.005266473405,0.0,86.73550567,33.333333333,2.633236702663
2522,S,AI,25.22,0.0,0.0,0.0,48828.125,4.0,3.916158,5.0,1.0,-0.005240141038,0.0,86.735839003,33.333333333,2.62007051915
2523,S,AI,25.23,0.0,0.0,0.0,48828.125,4.0,3.916577,5.0,1.0,-0.005213940333,0.0,86.736172336,33.333333333,2.606970166554
2524,S,AI,25.24,0.0,0.0,0.0,48828.125,4.0,3.916994,5.0,1.0,-0.005187870631,0.0,86.73650567,33.333333333,2.593935315721
2525,S,AI,25.25,0.0,0.0,0.0,48828.125,4.0,3.917409,5.0,1.0,-0.005161931278,0.0,86.736839003,33.333333333,2.580965639143
2526,S,AI,25.26,0.0,0.0,0.0,48828.125,4.0,3.917822,5.0,1.0,-0.005136121622,0.0,86.737172336,33.333333333,2.568060810947
2527,S,AI,25.27,0.0,0.0,0.0,48828.125,4.0,3.918233,5.0,1.0,-0.005110441014,0.0,86.73750567,33.333333333,2.555220506892
2528,S,AI,25.28,0.0,0.0,0.0,48828.125,4.0,3.918642,5.0,1.0,-0.005084888809,0.0,86.737839003,33.333333333,2.542444404358
2529,S,AI,25.29,0.0,0.0,0.0,48828.125,4.0,3.919049,5.0,1.0,-0.005059464365,0.0,86.738172336,33.333333333,2.529732182336
2530,S,AI,25.3,0.0,0.0,0.0,48828.125,4.0,3.919453,5.0,1.0,-0.005034167043,0.0,86.73850567,33.333333333,2.517083521424
2531,S,AI,25.31,0.0,0.0,0.0,48828.125,4.0,3.919856,5.0,1.0,-0.005008996208,0.0,86.738839003,33.333333333,2.504498103817
2532,S,AI,25.32,0.0,0.0,0.0,48828.125,4.0,3.920257,5.0,1.0,-0.004983951227,0.0,86.739172336,33.333333333,2.491975613298
2533,S,AI,25.33,0.0,0.0,0.0,48828.125,4.0,3.920655,5.0,1.0,-0.00495903147,0.0,86.73950567,33.333333333,2.479515735231
2534,S,AI,25.34,0.0,0.0,0.0,48828.125,4.0,3.921052,5.0,1.0,-0.004934236313,0.0,86.739839003,33.333333333,2.467118156555
2535,S,AI,25.35,0.0,0.0,0.0,48828.125,4.0,3.921447,5.0,1.0,-0.004909565132,0.0,86.740172336,33.333333333,2.454782565773
2536,S,AI,25.36,0.0,0.0,0.0,48828.125,4.0,3.92184,5.0,1.0,-0.004885017306,0.0,86.74050567,33.333333333,2.442508652944
2537,S,AI,25.37,0.0,0.0,0.0,48828.125,4.0,3.922231,5.0,1.0,-0.004860592219,0.0,86.740839003,33.333333333,2.430296109679
2538,S,AI,25.38,0.0,0.0,0.0,48828.125,4.0,3.922619,5.0,1.0,-0.004836289258,0.0,86.741172336,33.333333333,2.418144629131
2539,S,AI,25.39,0.0,0.0,0.0,48828.125,4.0,3.923006,5.0,1.0,-0.004812107812,0.0,86.74150567,33.333333333,2.406053905985
2540,S,AI,25.4,0.0,0.0,0.0,48828.125,4.0,3.923391,5.0,1.0,-0.004788047273,0.0,86.741839003,33.333333333,2.394023636455
2541,S,AI,25.41,0.0,0.0,0.0,48828.125,4.0,3.923774,5.0,1.0,-0.004764107037,0.0,86.742172336,33.333333333,2.382053518273
2542,S,AI,25.42,0.0,0.0,0.0,48828.125,4.0,3.924155,5.0,1.0,-0.004740286501,0.0,86.74250567,33.333333333,2.370143250681
2543,S,AI,25.43,0.0,0.0,0.0,48828.125,4.0,3.924535,5.0,1.0,-0.004716585069,0.0,86.742839003,33.333333333,2.358292534428
2544,S,AI,25.44,0.0,0.0,0.0,48828.125,4.0,3.924912,5.0,1.0,-0.004693002144,0.0,86.743172336,33.333333333,2.346501071756
2545,S,AI,25.45,0.0,0.0,0.0,48828.125,4.0,3.925287,5.0,1.0,-0.004669537133,0.0,86.74350567,33.333333333,2.334768566397
2546,S,AI,25.46,0.0,0.0,0.0,48828.125,4.0,3.925661,5.0,1.0,-0.004646189447,0.0,86.743839003,33.333333333,2.323094723565
2547,S,AI,25.47,0.0,0.0,0.0,48828.125,4.0,3.926033,5.0,1.0,-0.0046229585,0.0,86.744172336,33.333333333,2.311479249947
2548,S,AI,25.48,0.0,0.0,0.0,48828.125,4.0,3.926403,5.0,1.0,-0.004599843707,0.0,86.74450567,33.333333333,2.299921853697
2549,S,AI,25.49,0.0,0.0,0.0,48828.125,4.0,3.92677,5.0,1.0,-0.004576844489,0.0,86.744839003,33.333333333,2.288422244429
2550,S,AI,25.5,0.0,0.0,0.0,48828.125,4.0,3.927137,5.0,1.0,-0.004553960266,0.0,86.745172336,33.333333333,2.276980133207
2551,S,AI,25.51,0.0,0.0,0.0,48828.125,4.0,3.927501,5.0,1.0,-0.004531190465,0.0,86.74550567,33.333333333,2.265595232541
2552,S,AI,25.52,0.0,0.0,0.0,48828.125,4.0,3.927863,5.0,1.0,-0.004508534513,0.0,86.745839003,33.333333333,2.254267256378
2553,S,AI,25.53,0.0,0.0,0.0,48828.125,4.0,3.928224,5.0,1.0,-0.00448599184,0.0,86.746172336,33.333333333,2.242995920096
2554,S,AI,25.54,0.0,0.0,0.0,48828.125,4.0,3.928583,5.0,1.0,-0.004463561881,0.0,86.74650567,33.333333333,2.231780940496
2555,S,AI,25.55,0.0,0.0,0.0,48828.125,4.0,3.92894,5.0,1.0,-0.004441244072,0.0,86.746839003,33.333333333,2.220622035793
2556,S,AI,25.56,0.0,0.0,0.0,48828.125,4.0,3.929295,5.0,1.0,-0.004419037851,0.0,86.747172336,33.333333333,2.209518925614
2557,S,AI,25.57,0.0,0.0,0.0,48828.125,4.0,3.929649,5.0,1.0,-0.004396942662,0.0,86.74750567,33.333333333,2.198471330986
2558,S,AI,25.58,0.0,0.0,0.0,48828.125,4.0,3.930001,5.0,1.0,-0.004374957949,0.0,86.747839003,33.333333333,2.187478974331
2559,S,AI,25.59,0.0,0.0,0.0,48828.125,4.0,3.930351,5.0,1.0,-0.004353083159,0.0,86.748172336,33.333333333,2.17654157946
2560,S,AI,25.6,0.0,0.0,0.0,48828.125,4.0,3.930699,5.0,1.0,-0.004331317743,0.0,86.74850567,33.333333333,2.165658871562
2561,S,AI,25.61,0.0,0.0,0.0,48828.125,4.0,3.931045,5.0,1.0,-0.004309661154,0.0,86.748839003,33.333333333,2.154830577205
2562,S,AI,25.62,0.0,0.0,0.0,48828.125,4.0,3.93139,5.0,1.0,-0.004288112849,0.0,86.749172336,33.333333333,2.144056424319
2563,S,AI,25.63,0.0,0.0,0.0,48828.125,4.0,3.931733,5.0,1.0,-0.004266672284,0.0,86.74950567,33.333333333,2.133336142197
2564,S,AI,25.64,0.0,0.0,0.0,48828.125,4.0,3.932075,5.0,1.0,-0.004245338923,0.0,86.749839003,33.333333333,2.122669461486
2565,S,AI,25.65,0.0,0.0,0.0,48828.125,4.0,3.932414,5.0,1.0,-0.004224112228,0.0,86.750172336,33.333333333,2.112056114179
2566,S,AI,25.66,0.0,0.0,0.0,48828.125,4.0,3.932752,5.0,1.0,-0.004202991667,0.0,86.75050567,33.333333333,2.101495833608
2567,S,AI,25.67,0.0,0.0,0.0,48828.125,4.0,3.933088,5.0,1.0,-0.004181976709,0.0,86.750839003,33.333333333,2.09098835444
2568,S,AI,25.68,0.0,0.0,0.0,48828.125,4.0,3.933423,5.0,1.0,-0.004161066825,0.0,86.751172336,33.333333333,2.080533412667
2569,S,AI,25.69,0.0,0.0,0.0,48828.125,4.0,3.933756,5.0,1.0,-0.004140261491,0.0,86.75150567,33.333333333,2.070130745604
2570,S,AI,25.7,0.0,0.0,0.0,48828.125,4.0,3.934087,5.0,1.0,-0.004119560184,0.0,86.751839003,33.333333333,2.059780091876
2571,S,AI,25.71,0.0,0.0,0.0,48828.125,4.0,3.934417,5.0,1.0,-0.004098962383,0.0,86.752172336,33.333333333,2.049481191417
2572,S,AI,25.72,0.0,0.0,0.0,48828.125,4.0,3.934745,5.0,1.0,-0.004078467571,0.0,86.75250567,33.333333333,2.03923378546
2573,S,AI,25.73,0.0,0.0,0.0,48828.125,4.0,3.935071,5.0,1.0,-0.004058075233,0.0,86.752839003,33.333333333,2.029037616532
2574,S,AI,25.74,0.0,0.0,0.0,48828.125,4.0,3.935395,5.0,1.0,-0.004037784857,0.0,86.753172336,33.333333333,2.01889242845
2575,S,AI,25.75,0.0,0.0,0.0,48828.125,4.0,3.935718,5.0,1.0,-0.004017595933,0.0,86.75350567,33.333333333,2.008797966307
2576,S,AI,25.76,0.0,0.0,0.0,48828.125,4.0,3.93604,5.0,1.0,-0.003997507953,0.0,86.753839003,33.333333333,1.998753976476
2577,S,AI,25.77,0.0,0.0,0.0,48828.125,4.0,3.93636,5.0,1.0,-0.003977520413,0.0,86.754172336,33.333333333,1.988760206593
2578,S,AI,25.78,0.0,0.0,0.0,48828.125,4.0,3.936678,5.0,1.0,-0.003957632811,0.0,86.75450567,33.333333333,1.97881640556
2579,S,AI,25.79,0.0,0.0,0.0,48828.125,4.0,3.936994,5.0,1.0,-0.003937844647,0.0,86.754839003,33.333333333,1.968922323533
2580,S,AI,25.8,0.0,0.0,0.0,48828.125,4.0,3.93731,5.0,1.0,-0.003918155424,0.0,86.755172336,33.333333333,1.959077711915
2581,S,AI,25.81,0.0,0.0,0.0,48828.125,4.0,3.937623,5.0,1.0,-0.003898564647,0.0,86.75550567,33.333333333,1.949282323355
2582,S,AI,25.82,0.0,0.0,0.0,48828.125,4.0,3.937935,5.0,1.0,-0.003879071823,0.0,86.755839003,33.333333333,1.939535911739
2583,S,AI,25.83,0.0,0.0,0.0,48828.125,4.0,3.938245,5.0,1.0,-0.003859676464,0.0,86.756172336,33.333333333,1.92983823218
2584,S,AI,25.84,0.0,0.0,0.0,48828.125,4.0,3.938554,5.0,1.0,-0.003840378082,0.0,86.75650567,33.333333333,1.920189041019
2585,S,AI,25.85,0.0,0.0,0.0,48828.125,4.0,3.938861,5.0,1.0,-0.003821176192,0.0,86.756839003,33.333333333,1.910588095814
2586,S,AI,25.86,0.0,0.0,0.0,48828.125,4.0,3.939167,5.0,1.0,-0.003802070311,0.0,86.757172336,33.333333333,1.901035155335
2587,S,AI,25.87,0.0,0.0,0.0,48828.125,4.0,3.939471,5.0,1.0,-0.003783059959,0.0,86.75750567,33.333333333,1.891529979558
2588,S,AI,25.88,0.0,0.0,0.0,48828.125,4.0,3.939774,5.0,1.0,-0.003764144659,0.0,86.757839003,33.333333333,1.88207232966
2589,S,AI,25.89,0.0,0.0,0.0,48828.125,4.0,3.940075,5.0,1.0,-0.003745323936,0.0,86.758172336,33.333333333,1.872661968012
2590,S,AI,25.9,0.0,0.0,0.0,48828.125,4.0,3.940374,5.0,1.0,-0.003726597316,0.0,86.75850567,33.333333333,1.863298658172
2591,S,AI,25.91,0.0,0.0,0.0,48828.125,4.0,3.940673,5.0,1.0,-0.00370796433,0.0,86.758839003,33.333333333,1.853982164881
2592,S,AI,25.92,0.0,0.0,0.0,48828.125,4.0,3.940969,5.0,1.0,-0.003689424508,0.0,86.759172336,33.333333333,1.844712254057
2593,S,AI,25.93,0.0,0.0,0.0,48828.125,4.0,3.941264,5.0,1.0,-0.003670977386,0.0,86.75950567,33.333333333,1.835488692787
2594,S,AI,25.94,0.0,0.0,0.0,48828.125,4.0,3.941558,5.0,1.0,-0.003652622499,0.0,86.759839003,33.333333333,1.826311249323
2595,S,AI,25.95,0.0,0.0,0.0,48828.125,4.0,3.94185,5.0,1.0,-0.003634359386,0.0,86.760172336,33.333333333,1.817179693076
2596,S,AI,25.96,0.0,0.0,0.0,48828.125,4.0,3.942141,5.0,1.0,-0.003616187589,0.0,86.76050567,33.333333333,1.808093794611
2597,S,AI,25.97,0.0,0.0,0.0,48828.125,4.0,3.94243,5.0,1.0,-0.003598106651,0.0,86.760839003,33.333333333,1.799053325638
2598,S,AI,25.98,0.0,0.0,0.0,48828.125,4.0,3.942718,5.0,1.0,-0.003580116118,0.0,86.761172336,33.333333333,1.790058059009
2599,S,AI,25.99,0.0,0.0,0.0,48828.125,4.0,3.943005,5.0,1.0,-0.003562215537,0.0,86.76150567,33.333333333,1.781107768714
2600,S,AI,26.0,0.0,0.0,0.0,48828.125,4.0,3.94329,5.0,1.0,-0.00354440446,0.0,86.761839003,33.333333333,1.772202229871
2601,S,AI,26.01,0.0,0.0,0.0,48828.125,4.0,3.943573,5.0,1.0,-0.003526682437,0.0,86.762172336,33.333333333,1.763341218721
2602,S,AI,26.02,0.0,0.0,0.0,48828.125,4.0,3.943855,5.0,1.0,-0.003509049025,0.0,86.76250567,33.333333333,1.754524512628
2603,S,AI,26.03,0.0,0.0,0.0,48828.125,4.0,3.944136,5.0,1.0,-0.00349150378,0.0,86.762839003,33.333333333,1.745751890065
2604,S,AI,26.04,0.0,0.0,0.0,48828.125,4.0,3.944415,5.0,1.0,-0.003474046261,0.0,86.763172336,33.333333333,1.737023130614
2605,S,AI,26.05,0.0,0.0,0.0,48828.125,4.0,3.944693,5.0,1.0,-0.00345667603,0.0,86.76350567,33.333333333,1.728338014961
2606,S,AI,26.06,0.0,0.0,0.0,48828.125,4.0,3.94497,5.0,1.0,-0.00343939265,0.0,86.763839003,33.333333333,1.719696324886
2607,S,AI,26.07,0.0,0.0,0.0,48828.125,4.0,3.945245,5.0,1.0,-0.003422195687,0.0,86.764172336,33.333333333,1.711097843262
2608,S,AI,26.08,0.0,0.0,0.0,48828.125,4.0,3.945519,5.0,1.0,-0.003405084708,0.0,86.76450567,33.333333333,1.702542354046
2609,S,AI,26.09,0.0,0.0,0.0,48828.125,4.0,3.945791,5.0,1.0,-0.003388059285,0.0,86.764839003,33.333333333,1.694029642275
2610,S,AI,26.1,0.0,0.0,0.0,48828.125,4.0,3.946062,5.0,1.0,-0.003371118988,0.0,86.765172336,33.333333333,1.685559494064
2611,S,AI,26.11,0.0,0.0,0.0,48828.125,4.0,3.946332,5.0,1.0,-0.003354263393,0.0,86.76550567,33.333333333,1.677131696594
2612,S,AI,26.12,0.0,0.0,0.0,48828.125,4.0,3.9466,5.0,1.0,-0.003337492076,0.0,86.765839003,33.333333333,1.668746038111
2613,S,AI,26.13,0.0,0.0,0.0,48828.125,4.0,3.946867,5.0,1.0,-0.003320804616,0.0,86.766172336,33.333333333,1.66040230792
2614,S,AI,26.14,0.0,0.0,0.0,48828.125,4.0,3.947133,5.0,1.0,-0.003304200593,0.0,86.76650567,33.333333333,1.652100296381
2615,S,AI,26.15,0.0,0.0,0.0,48828.125,4.0,3.947397,5.0,1.0,-0.00328767959,0.0,86.766839003,33.333333333,1.643839794899
2616,S,AI,26.16,0.0,0.0,0.0,48828.125,4.0,3.94766,5.0,1.0,-0.003271241192,0.0,86.767172336,33.333333333,1.635620595924
2617,S,AI,26.17,0.0,0.0,0.0,48828.125,4.0,3.947922,5.0,1.0,-0.003254884986,0.0,86.76750567,33.333333333,1.627442492945
2618,S,AI,26.18,0.0,0.0,0.0,48828.125,4.0,3.948182,5.0,1.0,-0.003238610561,0.0,86.767839003,33.333333333,1.61930528048
2619,S,AI,26.19,0.0,0.0,0.0,48828.125,4.0,3.948441,5.0,1.0,-0.003222417508,0.0,86.768172336,33.333333333,1.611208754077
2620,S,AI,26.2,0.0,0.0,0.0,48828.125,4.0,3.948699,5.0,1.0,-0.003206305421,0.0,86.76850567,33.333333333,1.603152710307
2621,S,AI,26.21,0.0,0.0,0.0,48828.125,4.0,3.948956,5.0,1.0,-0.003190273894,0.0,86.768839003,33.333333333,1.595136946756
2622,S,AI,26.22,0.0,0.0,0.0,48828.125,4.0,3.949211,5.0,1.0,-0.003174322524,0.0,86.769172336,33.333333333,1.587161262022
2623,S,AI,26.23,0.0,0.0,0.0,48828.125,4.0,3.949465,5.0,1.0,-0.003158450911,0.0,86.76950567,33.333333333,1.579225455712
2624,S,AI,26.24,0.0,0.0,0.0,48828.125,4.0,3.949717,5.0,1.0,-0.003142658657,0.0,86.769839003,33.333333333,1.571329328433
2625,S,AI,26.25,0.0,0.0,0.0,48828.125,4.0,3.949969,5.0,1.0,-0.003126945364,0.0,86.770172336,33.333333333,1.563472681791
2626,S,AI,26.26,0.0,0.0,0.0,48828.125,4.0,3.950219,5.0,1.0,-0.003111310637,0.0,86.77050567,33.333333333,1.555655318382
2627,S,AI,26.27,0.0,0.0,0.0,48828.125,4.0,3.950468,5.0,1.0,-0.003095754084,0.0,86.770839003,33.333333333,1.54787704179
2628,S,AI,26.28,0.0,0.0,0.0,48828.125,4.0,3.950716,5.0,1.0,-0.003080275313,0.0,86.771172336,33.333333333,1.540137656581
2629,S,AI,26.29,0.0,0.0,0.0,48828.125,4.0,3.950962,5.0,1.0,-0.003064873937,0.0,86.77150567,33.333333333,1.532436968298
2630,S,AI,26.3,0.0,0.0,0.0,48828.125,4.0,3.951207,5.0,1.0,-0.003049549567,0.0,86.771839003,33.333333333,1.524774783457
2631,S,AI,26.31,0.0,0.0,0.0,48828.125,4.0,3.951451,5.0,1.0,-0.003034301819,0.0,86.772172336,33.333333333,1.517150909539
2632,S,AI,26.32,0.0,0.0,0.0,48828.125,4.0,3.951694,5.0,1.0,-0.00301913031,0.0,86.77250567,33.333333333,1.509565154992
2633,S,AI,26.33,0.0,0.0,0.0,48828.125,4.0,3.951935,5.0,1.0,-0.003004034658,0.0,86.772839003,33.333333333,1.502017329217
2634,S,AI,26.34,0.0,0.0,0.0,48828.125,4.0,3.952176,5.0,1.0,-0.002989014485,0.0,86.773172336,33.333333333,1.494507242571
2635,S,AI,26.35,0.0,0.0,0.0,48828.125,4.0,3.952415,5.0,1.0,-0.002974069413,0.0,86.77350567,33.333333333,1.487034706358
2636,S,AI,26.36,0.0,0.0,0.0,48828.125,4.0,3.952653,5.0,1.0,-0.002959199066,0.0,86.773839003,33.333333333,1.479599532826
2637,S,AI,26.37,0.0,0.0,0.0,48828.125,4.0,3.95289,5.0,1.0,-0.00294440307,0.0,86.774172336,33.333333333,1.472201535162
2638,S,AI,26.38,0.0,0.0,0.0,48828.125,4.0,3.953125,5.0,1.0,-0.002929681055,0.0,86.77450567,33.333333333,1.464840527486
